station_abbr;reference_timestamp;ths200dn;ths200dx;ths200d0;th9120dv;th91dndv;th91dxdv
OTL;18.06.1913 00:00;18.2;;19.8;-0.7;2;
OTL;19.06.1913 00:00;16.2;;19.4;-1.2;-0.1;
OTL;20.06.1913 00:00;15.2;;17.1;-3.6;-1.2;
OTL;21.06.1913 00:00;14.2;;18.1;-2.7;-2.3;
OTL;22.06.1913 00:00;14.2;;17.3;-3.6;-2.4;
OTL;23.06.1913 00:00;14.2;;18.6;-2.4;-2.4;
OTL;24.06.1913 00:00;15.2;;17.8;-3.3;-1.5;
OTL;25.06.1913 00:00;14.2;;17.3;-3.9;-2.6;
OTL;26.06.1913 00:00;14.7;;18.1;-3.1;-2.2;
OTL;27.06.1913 00:00;14.7;;18.3;-3;-2.2;
OTL;28.06.1913 00:00;14.2;;17.3;-4.1;-2.8;
OTL;29.06.1913 00:00;11.7;;19.5;-2;-5.4;
OTL;30.06.1913 00:00;15.7;;19.6;-1.9;-1.4;
OTL;01.07.1913 00:00;12.8;;18.5;-3.2;-4.4;
OTL;02.07.1913 00:00;14.3;;18.8;-2.9;-3;
OTL;03.07.1913 00:00;14.8;;17.1;-4.7;-2.5;
OTL;04.07.1913 00:00;13.3;;17.4;-4.4;-4.1;
OTL;05.07.1913 00:00;12.4;;19;-2.9;-5;
OTL;06.07.1913 00:00;14.8;;15.2;-6.8;-2.7;
OTL;07.07.1913 00:00;14.3;;15.8;-6.2;-3.2;
OTL;08.07.1913 00:00;13.3;;14.5;-7.6;-4.3;
OTL;09.07.1913 00:00;12.3;;16.6;-5.5;-5.3;
OTL;10.07.1913 00:00;12.3;;12.6;-9.6;-5.4;
OTL;11.07.1913 00:00;9.8;;14.9;-7.3;-7.9;
OTL;12.07.1913 00:00;11.3;;19.5;-2.7;-6.4;
OTL;13.07.1913 00:00;11.3;;19.3;-3;-6.5;
OTL;14.07.1913 00:00;11.3;;19.9;-2.4;-6.5;
OTL;15.07.1913 00:00;16.8;;20.2;-2.2;-1;
OTL;16.07.1913 00:00;12.8;;15.8;-6.6;-5.1;
OTL;17.07.1913 00:00;11.3;;18.1;-4.3;-6.6;
OTL;18.07.1913 00:00;15.8;;21.2;-1.3;-2.1;
OTL;19.07.1913 00:00;15.8;;20.8;-1.7;-2.2;
OTL;20.07.1913 00:00;13.8;;20.6;-1.9;-4.2;
OTL;21.07.1913 00:00;14.8;;19.5;-3;-3.2;
OTL;22.07.1913 00:00;14.8;;19.2;-3.4;-3.2;
OTL;23.07.1913 00:00;13.8;;18.3;-4.3;-4.2;
OTL;24.07.1913 00:00;13.3;;17.4;-5.2;-4.8;
OTL;25.07.1913 00:00;14.8;;20.4;-2.2;-3.3;
OTL;26.07.1913 00:00;16.8;;19.5;-3.1;-1.3;
OTL;27.07.1913 00:00;14.8;;19.7;-2.9;-3.3;
OTL;28.07.1913 00:00;14.8;;20.4;-2.2;-3.3;
OTL;29.07.1913 00:00;14.3;;21.4;-1.2;-3.8;
OTL;30.07.1913 00:00;16.8;;22.1;-0.6;-1.3;
OTL;31.07.1913 00:00;17.8;;20.8;-1.9;-0.4;
OTL;01.08.1913 00:00;19.2;;20.7;-2;1;
OTL;02.08.1913 00:00;15.7;;21.6;-1;-2.5;
OTL;03.08.1913 00:00;16.2;;20.7;-1.9;-2;
OTL;04.08.1913 00:00;17.1;;19.6;-3;-1;
OTL;05.08.1913 00:00;16.7;;20.8;-1.8;-1.4;
OTL;06.08.1913 00:00;16.7;;16.6;-6;-1.4;
OTL;07.08.1913 00:00;14.2;;19.2;-3.3;-3.9;
OTL;08.08.1913 00:00;15.7;;17.6;-4.9;-2.4;
OTL;09.08.1913 00:00;12.7;;14;-8.5;-5.3;
OTL;10.08.1913 00:00;12.2;;15.9;-6.5;-5.8;
OTL;11.08.1913 00:00;13.7;;15.8;-6.6;-4.3;
OTL;12.08.1913 00:00;13.7;;14.3;-8;-4.2;
OTL;13.08.1913 00:00;13.7;;16.4;-5.8;-4.2;
OTL;14.08.1913 00:00;14.2;;17.1;-5.1;-3.6;
OTL;15.08.1913 00:00;12.7;;18.2;-3.9;-5;
OTL;16.08.1913 00:00;11.7;;19.4;-2.6;-6;
OTL;17.08.1913 00:00;12.7;;17.4;-4.5;-4.9;
OTL;18.08.1913 00:00;14.2;;18.3;-3.5;-3.3;
OTL;19.08.1913 00:00;15.1;;19.1;-2.6;-2.4;
OTL;20.08.1913 00:00;16.1;;18.1;-3.5;-1.3;
OTL;21.08.1913 00:00;15.1;;19.9;-1.6;-2.2;
OTL;22.08.1913 00:00;13.1;;18.4;-3;-4.1;
OTL;23.08.1913 00:00;13.6;;19;-2.3;-3.5;
OTL;24.08.1913 00:00;15.1;;20;-1.2;-1.9;
OTL;25.08.1913 00:00;16.1;;20.8;-0.3;-0.8;
OTL;26.08.1913 00:00;17.1;;20.3;-0.6;0.3;
OTL;27.08.1913 00:00;18.1;;21.8;1;1.4;
OTL;28.08.1913 00:00;19.6;;21.7;1;3;
OTL;29.08.1913 00:00;20.6;;21.8;1.3;4.1;
OTL;30.08.1913 00:00;16.6;;18.2;-2.2;0.3;
OTL;31.08.1913 00:00;15.1;;19.7;-0.5;-1.1;
OTL;01.09.1913 00:00;17.6;;19;-0.9;1.7;
OTL;02.09.1913 00:00;14.6;;18.2;-1.5;-1.2;
OTL;03.09.1913 00:00;15.5;;19.2;-0.4;-0.2;
OTL;04.09.1913 00:00;15.5;;18;-1.4;0;
OTL;05.09.1913 00:00;15.5;;16.4;-2.8;0.1;
OTL;06.09.1913 00:00;14;;18.3;-0.8;-1.3;
OTL;07.09.1913 00:00;15.5;;18;-0.9;0.4;
OTL;08.09.1913 00:00;14.5;;15.7;-3.1;-0.5;
OTL;09.09.1913 00:00;14;;16.6;-2;-0.9;
OTL;10.09.1913 00:00;14.5;;15.9;-2.5;-0.2;
OTL;11.09.1913 00:00;11;;15.3;-3;-3.6;
OTL;12.09.1913 00:00;12.5;;15.3;-2.8;-2;
OTL;13.09.1913 00:00;13.5;;14.7;-3.3;-0.8;
OTL;14.09.1913 00:00;13;;13.9;-3.9;-1.2;
OTL;15.09.1913 00:00;12.5;;14.2;-3.5;-1.6;
OTL;16.09.1913 00:00;10;;12.3;-5.2;-3.9;
OTL;17.09.1913 00:00;11;;12.4;-4.9;-2.8;
OTL;18.09.1913 00:00;10;;10.7;-6.5;-3.7;
OTL;19.09.1913 00:00;10;;13.5;-3.5;-3.5;
OTL;20.09.1913 00:00;10.5;;14.1;-2.8;-2.9;
OTL;21.09.1913 00:00;10;;14.2;-2.5;-3.3;
OTL;22.09.1913 00:00;10;;14.1;-2.5;-3.1;
OTL;23.09.1913 00:00;8.5;;12.8;-3.6;-4.5;
OTL;24.09.1913 00:00;9;;13.8;-2.5;-3.9;
OTL;25.09.1913 00:00;9.5;;14.7;-1.4;-3.3;
OTL;26.09.1913 00:00;13.5;;15;-1;0.9;
OTL;27.09.1913 00:00;12.5;;12.9;-2.9;0;
OTL;28.09.1913 00:00;11.5;;13;-2.7;-0.9;
OTL;29.09.1913 00:00;11;;12.1;-3.5;-1.2;
OTL;30.09.1913 00:00;11;;11.6;-3.8;-1.1;
OTL;01.10.1913 00:00;10.5;;12.4;-2.7;-1.4;
OTL;02.10.1913 00:00;10.5;;13;-2;-1.3;
OTL;03.10.1913 00:00;12;;13;-1.9;0.4;
OTL;04.10.1913 00:00;12.5;;12.9;-1.8;1;
OTL;05.10.1913 00:00;11;;12.4;-2.2;-0.4;
OTL;06.10.1913 00:00;10.5;;10.7;-3.7;-0.8;
OTL;07.10.1913 00:00;10.5;;12.2;-2.1;-0.6;
OTL;08.10.1913 00:00;11;;13.5;-0.6;0;
OTL;09.10.1913 00:00;10;;12.6;-1.4;-0.9;
OTL;10.10.1913 00:00;9;;10.4;-3.4;-1.7;
OTL;11.10.1913 00:00;8.5;;12.3;-1.4;-2.1;
OTL;12.10.1913 00:00;9.5;;11.3;-2.2;-1;
OTL;13.10.1913 00:00;9.5;;14.1;0.7;-0.8;
OTL;14.10.1913 00:00;9;;10.4;-2.8;-1.2;
OTL;15.10.1913 00:00;8;;9;-4.1;-2.1;
OTL;16.10.1913 00:00;5.9;;11.8;-1.1;-4;
OTL;17.10.1913 00:00;5.5;;9.1;-3.7;-4.3;
OTL;18.10.1913 00:00;6;;9.2;-3.4;-3.7;
OTL;19.10.1913 00:00;6;;9.4;-3.1;-3.5;
OTL;20.10.1913 00:00;6;;9.6;-2.7;-3.4;
OTL;21.10.1913 00:00;6;;10.3;-1.9;-3.2;
OTL;22.10.1913 00:00;6.5;;9.8;-2.2;-2.6;
OTL;23.10.1913 00:00;9;;10.5;-1.3;0;
OTL;24.10.1913 00:00;8;;10.2;-1.5;-0.8;
OTL;25.10.1913 00:00;8;;10.9;-0.6;-0.7;
OTL;26.10.1913 00:00;8;;11.4;0;-0.5;
OTL;27.10.1913 00:00;9;;12.3;1.1;0.6;
OTL;28.10.1913 00:00;11.5;;12;1;3.3;
OTL;29.10.1913 00:00;10.5;;11.2;0.3;2.4;
OTL;30.10.1913 00:00;10;;10.5;-0.2;2.1;
OTL;31.10.1913 00:00;10;;11.1;0.6;2.2;
OTL;01.11.1913 00:00;9;;11.1;0.9;1.5;
OTL;02.11.1913 00:00;8.5;;10.3;0.3;1.2;
OTL;03.11.1913 00:00;6.5;;8.8;-1;-0.7;
OTL;04.11.1913 00:00;7;;10;0.3;0;
OTL;05.11.1913 00:00;7;;10.3;0.8;0.1;
OTL;06.11.1913 00:00;7;;8.9;-0.4;0.3;
OTL;07.11.1913 00:00;6.5;;9.9;0.7;-0.1;
OTL;08.11.1913 00:00;4.5;;7.7;-1.3;-1.9;
OTL;09.11.1913 00:00;4.1;;7.1;-1.7;-2.2;
OTL;10.11.1913 00:00;5;;8.7;0;-1.1;
OTL;11.11.1913 00:00;7;;8.7;0.2;1;
OTL;12.11.1913 00:00;8.1;;9.6;1.2;2.2;
OTL;13.11.1913 00:00;6.5;;8.9;0.7;0.8;
OTL;14.11.1913 00:00;4.5;;7.4;-0.7;-1.1;
OTL;15.11.1913 00:00;4.5;;7.9;0;-0.9;
OTL;16.11.1913 00:00;4;;7.8;0;-1.3;
OTL;17.11.1913 00:00;4.5;;9.9;2.3;-0.7;
OTL;18.11.1913 00:00;4.5;;8.4;0.9;-0.5;
OTL;19.11.1913 00:00;4.5;;7.3;0;-0.4;
OTL;20.11.1913 00:00;4.4;;6.7;-0.5;-0.3;
OTL;21.11.1913 00:00;3.2;;6;-1;-1.4;
OTL;22.11.1913 00:00;3.2;;9;2.1;-1.3;
OTL;23.11.1913 00:00;6.4;;7.5;0.7;2.1;
OTL;24.11.1913 00:00;4.4;;5.4;-1.2;0.2;
OTL;25.11.1913 00:00;2.9;;7.4;0.9;-1.2;
OTL;26.11.1913 00:00;2.9;;5.5;-0.8;-1.1;
OTL;27.11.1913 00:00;2.4;;7.3;1.1;-1.4;
OTL;28.11.1913 00:00;2.4;;6.3;0.2;-1.3;
OTL;29.11.1913 00:00;3.8;;15.6;9.6;0.2;
OTL;30.11.1913 00:00;4.9;;8;2.2;1.5;
OTL;01.12.1913 00:00;3.8;;6.3;0.7;0.6;
OTL;02.12.1913 00:00;3.4;;5.8;0.3;0.3;
OTL;03.12.1913 00:00;2.2;;4.8;-0.5;-0.8;
OTL;04.12.1913 00:00;2.4;;5;-0.2;-0.5;
OTL;05.12.1913 00:00;3.4;;6;0.9;0.6;
OTL;06.12.1913 00:00;2.4;;5;0;-0.3;
OTL;07.12.1913 00:00;2.1;;5.4;0.5;-0.5;
OTL;08.12.1913 00:00;1.9;;3.6;-1.2;-0.6;
OTL;09.12.1913 00:00;-0.6;;3.5;-1.3;-3;
OTL;10.12.1913 00:00;-0.8;;7;2.3;-3.1;
OTL;11.12.1913 00:00;-0.4;;10.7;6.1;-2.6;
OTL;12.12.1913 00:00;3.9;;5.7;1.2;1.8;
OTL;13.12.1913 00:00;2;;3.6;-0.8;-0.1;
OTL;14.12.1913 00:00;2;;7.2;2.8;0;
OTL;15.12.1913 00:00;4.3;;9.6;5.3;2.4;
OTL;16.12.1913 00:00;3.9;;6.4;2.2;2;
OTL;17.12.1913 00:00;1.4;;4.5;0.3;-0.4;
OTL;18.12.1913 00:00;1.4;;5.3;1.2;-0.3;
OTL;19.12.1913 00:00;1.4;;3.4;-0.7;-0.3;
OTL;20.12.1913 00:00;-0.6;;1.2;-2.8;-2.2;
OTL;21.12.1913 00:00;-1.1;;6.1;2.1;-2.7;
OTL;22.12.1913 00:00;-0.8;;3.1;-0.8;-2.3;
OTL;23.12.1913 00:00;-1.6;;0.8;-3.1;-3.1;
OTL;24.12.1913 00:00;-3.1;;1.1;-2.8;-4.6;
OTL;25.12.1913 00:00;-3.1;;5;1.1;-4.5;
OTL;26.12.1913 00:00;-0.6;;2.1;-1.7;-2;
OTL;27.12.1913 00:00;-1.1;;2.3;-1.5;-2.5;
OTL;28.12.1913 00:00;-1.6;;3.2;-0.6;-2.9;
OTL;29.12.1913 00:00;-0.5;;4;0.2;-1.8;
OTL;30.12.1913 00:00;1.4;;3.2;-0.6;0.1;
OTL;31.12.1913 00:00;-0.6;;1.4;-2.4;-1.9;
OTL;01.01.1914 00:00;-3.1;;-1;-4.8;-4.4;
OTL;02.01.1914 00:00;-5.6;;-1.6;-5.4;-6.8;
OTL;03.01.1914 00:00;-4.8;;0.5;-3.3;-6;
OTL;04.01.1914 00:00;-2.5;;0.9;-2.9;-3.7;
OTL;05.01.1914 00:00;-3;;-0.4;-4.2;-4.2;
OTL;06.01.1914 00:00;-3.5;;1.1;-2.7;-4.7;
OTL;07.01.1914 00:00;-3;;3.6;-0.2;-4.2;
OTL;08.01.1914 00:00;0.5;;2.9;-0.9;-0.7;
OTL;09.01.1914 00:00;-2;;5.2;1.4;-3.2;
OTL;10.01.1914 00:00;-1.1;;8.3;4.5;-2.3;
OTL;11.01.1914 00:00;2;;3;-0.8;0.8;
OTL;12.01.1914 00:00;-2;;-1;-4.8;-3.2;
OTL;13.01.1914 00:00;-2.5;;-0.2;-4;-3.7;
OTL;14.01.1914 00:00;-2.5;;-0.8;-4.7;-3.7;
OTL;15.01.1914 00:00;-2;;-0.4;-4.3;-3.2;
OTL;16.01.1914 00:00;-3;;-1;-4.9;-4.2;
OTL;17.01.1914 00:00;-3.5;;0.6;-3.3;-4.7;
OTL;18.01.1914 00:00;-1.6;;2;-1.9;-2.8;
OTL;19.01.1914 00:00;1;;2.4;-1.5;-0.2;
OTL;20.01.1914 00:00;0;;2.6;-1.3;-1.2;
OTL;21.01.1914 00:00;-1.5;;0.7;-3.2;-2.7;
OTL;22.01.1914 00:00;-3;;0;-3.9;-4.2;
OTL;23.01.1914 00:00;-3.5;;-0.3;-4.3;-4.7;
OTL;24.01.1914 00:00;-3.5;;-0.2;-4.2;-4.7;
OTL;25.01.1914 00:00;-3.5;;3.3;-0.7;-4.7;
OTL;26.01.1914 00:00;-2.5;;1.5;-2.5;-3.7;
OTL;27.01.1914 00:00;-2.5;;1;-3;-3.7;
OTL;28.01.1914 00:00;-2.1;;3.4;-0.6;-3.3;
OTL;29.01.1914 00:00;-2.7;;0.2;-3.9;-3.9;
OTL;30.01.1914 00:00;-3.1;;0.8;-3.3;-4.3;
OTL;31.01.1914 00:00;-3.1;;2;-2.1;-4.3;
OTL;01.02.1914 00:00;-1.7;;3.2;-0.9;-2.9;
OTL;02.02.1914 00:00;-1;;4.6;0.4;-2.2;
OTL;03.02.1914 00:00;0.5;;4;-0.2;-0.8;
OTL;04.02.1914 00:00;0;;3.7;-0.5;-1.3;
OTL;05.02.1914 00:00;0;;3.8;-0.5;-1.3;
OTL;06.02.1914 00:00;-0.5;;3.5;-0.8;-1.8;
OTL;07.02.1914 00:00;-0.5;;4.8;0.4;-1.9;
OTL;08.02.1914 00:00;0;;5.4;1;-1.4;
OTL;09.02.1914 00:00;1;;4.5;0;-0.5;
OTL;10.02.1914 00:00;1.5;;4.1;-0.5;0;
OTL;11.02.1914 00:00;0.7;;4;-0.7;-0.9;
OTL;12.02.1914 00:00;0.2;;4.9;0.2;-1.4;
OTL;13.02.1914 00:00;1.5;;4.4;-0.4;-0.2;
OTL;14.02.1914 00:00;2;;6.1;1.2;0.2;
OTL;15.02.1914 00:00;2;;6.1;1.1;0.2;
OTL;16.02.1914 00:00;2.5;;6.4;1.3;0.6;
OTL;17.02.1914 00:00;3;;6.2;1;1;
OTL;18.02.1914 00:00;3;;5.6;0.3;0.9;
OTL;19.02.1914 00:00;3.1;;5.7;0.2;0.9;
OTL;20.02.1914 00:00;2.5;;6.5;0.9;0.2;
OTL;21.02.1914 00:00;3;;4.5;-1.2;0.6;
OTL;22.02.1914 00:00;3;;4.2;-1.6;0.5;
OTL;23.02.1914 00:00;3.5;;5;-1;0.9;
OTL;24.02.1914 00:00;2;;5.1;-1;-0.7;
OTL;25.02.1914 00:00;2;;4.6;-1.7;-0.8;
OTL;26.02.1914 00:00;3.5;;8.1;1.7;0.5;
OTL;27.02.1914 00:00;5;;7.9;1.3;1.9;
OTL;28.02.1914 00:00;6;;9.1;2.4;2.8;
OTL;01.03.1914 00:00;4.9;;7.5;0.3;1.3;
OTL;02.03.1914 00:00;5.4;;6.7;-0.7;1.6;
OTL;03.03.1914 00:00;4.4;;6.3;-1.3;0.5;
OTL;04.03.1914 00:00;2.4;;6.5;-1.2;-1.6;
OTL;05.03.1914 00:00;1.9;;6.8;-1.1;-2.3;
OTL;06.03.1914 00:00;1.9;;9.1;1.1;-2.4;
OTL;07.03.1914 00:00;7.9;;12.4;4.2;3.5;
OTL;08.03.1914 00:00;7.4;;12;3.7;2.9;
OTL;09.03.1914 00:00;7.6;;10.8;2.3;2.9;
OTL;10.03.1914 00:00;8.9;;8.8;0.2;4.1;
OTL;11.03.1914 00:00;6.4;;8.3;-0.4;1.5;
OTL;12.03.1914 00:00;2.9;;5.5;-3.4;-2.1;
OTL;13.03.1914 00:00;2.4;;6.7;-2.3;-2.7;
OTL;14.03.1914 00:00;2.9;;8.8;-0.3;-2.3;
OTL;15.03.1914 00:00;4.2;;9.7;0.4;-1.2;
OTL;16.03.1914 00:00;6.4;;7.6;-1.8;0.9;
OTL;17.03.1914 00:00;4.9;;7;-2.5;-0.7;
OTL;18.03.1914 00:00;1.4;;5.6;-4;-4.3;
OTL;19.03.1914 00:00;0.4;;2.3;-7.5;-5.4;
OTL;20.03.1914 00:00;0.8;;3.4;-6.5;-5.1;
OTL;21.03.1914 00:00;0.4;;4.8;-5.2;-5.6;
OTL;22.03.1914 00:00;0.9;;5.7;-4.4;-5.2;
OTL;23.03.1914 00:00;1.5;;6.3;-3.9;-4.7;
OTL;24.03.1914 00:00;1.5;;4.8;-5.5;-4.8;
OTL;25.03.1914 00:00;3.5;;5.8;-4.6;-2.9;
OTL;26.03.1914 00:00;3.7;;8.8;-1.7;-2.8;
OTL;27.03.1914 00:00;4.5;;9.5;-1.1;-2.1;
OTL;28.03.1914 00:00;4;;8.3;-2.4;-2.7;
OTL;29.03.1914 00:00;2.5;;8.1;-2.7;-4.2;
OTL;30.03.1914 00:00;4;;9.8;-1.1;-2.8;
OTL;31.03.1914 00:00;4.5;;10.5;-0.5;-2.4;
OTL;01.04.1914 00:00;6;;12.5;1.4;-1.1;
OTL;02.04.1914 00:00;7;;12;0.8;-0.2;
OTL;03.04.1914 00:00;7.5;;9.4;-1.9;0.3;
OTL;04.04.1914 00:00;7.1;;10.1;-1.3;-0.2;
OTL;05.04.1914 00:00;6.6;;12.6;1.1;-0.8;
OTL;06.04.1914 00:00;7.1;;10.5;-1.1;-0.4;
OTL;07.04.1914 00:00;7.1;;12.3;0.6;-0.5;
OTL;08.04.1914 00:00;8.5;;10.6;-1.2;0.8;
OTL;09.04.1914 00:00;5.6;;11.1;-0.8;-2.2;
OTL;10.04.1914 00:00;6.1;;12.1;0.1;-1.8;
OTL;11.04.1914 00:00;7.1;;11.2;-0.9;-0.9;
OTL;12.04.1914 00:00;7.6;;12.8;0.6;-0.5;
OTL;13.04.1914 00:00;10;;14.3;2;1.8;
OTL;14.04.1914 00:00;10.6;;15.5;3.1;2.3;
OTL;15.04.1914 00:00;11.1;;14.4;1.9;2.7;
OTL;16.04.1914 00:00;7.1;;10.5;-2.1;-1.4;
OTL;17.04.1914 00:00;7.6;;8.2;-4.5;-1;
OTL;18.04.1914 00:00;5.8;;10.3;-2.5;-2.9;
OTL;19.04.1914 00:00;6.2;;8.6;-4.3;-2.6;
OTL;20.04.1914 00:00;6.7;;9.7;-3.3;-2.2;
OTL;21.04.1914 00:00;7.2;;12.2;-1;-1.8;
OTL;22.04.1914 00:00;8.2;;14.9;1.6;-1;
OTL;23.04.1914 00:00;10.2;;16;2.6;0.9;
OTL;24.04.1914 00:00;12.2;;17;3.5;2.8;
OTL;25.04.1914 00:00;13.2;;14.8;1.2;3.7;
OTL;26.04.1914 00:00;11.7;;12.5;-1.2;2.1;
OTL;27.04.1914 00:00;12.3;;14.1;0.2;2.6;
OTL;28.04.1914 00:00;9.2;;15.2;1.2;-0.7;
OTL;29.04.1914 00:00;10.7;;14.6;0.5;0.7;
OTL;30.04.1914 00:00;10.7;;15.6;1.4;0.6;
OTL;01.05.1914 00:00;10.7;;11.7;-2.8;0.4;
OTL;02.05.1914 00:00;10.2;;15.7;1.1;-0.3;
OTL;03.05.1914 00:00;10.2;;11.2;-3.6;-0.4;
OTL;04.05.1914 00:00;8.7;;14.3;-0.6;-2;
OTL;05.05.1914 00:00;11.7;;12.5;-2.5;0.9;
OTL;06.05.1914 00:00;8.9;;14.5;-0.6;-2.1;
OTL;07.05.1914 00:00;8.7;;13.9;-1.4;-2.4;
OTL;08.05.1914 00:00;11.2;;12.8;-2.6;0;
OTL;09.05.1914 00:00;10.7;;11.2;-4.3;-0.6;
OTL;10.05.1914 00:00;8.2;;10.6;-5;-3.2;
OTL;11.05.1914 00:00;8.2;;14.1;-1.7;-3.4;
OTL;12.05.1914 00:00;8.2;;9.9;-6;-3.5;
OTL;13.05.1914 00:00;7.7;;14.2;-1.8;-4.1;
OTL;14.05.1914 00:00;8.7;;12.5;-3.6;-3.2;
OTL;15.05.1914 00:00;7.7;;12.7;-3.6;-4.4;
OTL;16.05.1914 00:00;7.7;;11.7;-4.7;-4.5;
OTL;17.05.1914 00:00;7.2;;11.8;-4.7;-5.1;
OTL;18.05.1914 00:00;7.7;;12.8;-3.8;-4.7;
OTL;19.05.1914 00:00;7.7;;14.5;-2.3;-4.9;
OTL;20.05.1914 00:00;7.7;;17.7;0.8;-5;
OTL;21.05.1914 00:00;8.2;;18.9;1.9;-4.6;
OTL;22.05.1914 00:00;14.2;;20;2.8;1.3;
OTL;23.05.1914 00:00;14.2;;16.7;-0.6;1.1;
OTL;24.05.1914 00:00;11.7;;12.3;-5.1;-1.5;
OTL;25.05.1914 00:00;10.7;;11.3;-6.2;-2.6;
OTL;26.05.1914 00:00;9.2;;10;-7.7;-4.3;
OTL;27.05.1914 00:00;9.2;;10.2;-7.6;-4.4;
OTL;28.05.1914 00:00;9.7;;12.3;-5.6;-4;
OTL;29.05.1914 00:00;9.2;;9.4;-8.7;-4.6;
OTL;30.05.1914 00:00;8.7;;12.7;-5.5;-5.3;
OTL;31.05.1914 00:00;9.2;;14.8;-3.5;-4.9;
OTL;01.06.1914 00:00;10.2;;16.9;-1.7;-4.2;
OTL;02.06.1914 00:00;11.7;;16.9;-1.8;-2.8;
OTL;03.06.1914 00:00;12.2;;19;0.1;-2.4;
OTL;04.06.1914 00:00;12.2;;17.7;-1.3;-2.5;
OTL;05.06.1914 00:00;12.7;;17.9;-1.2;-2.2;
OTL;06.06.1914 00:00;10.7;;14.1;-5.1;-4.3;
OTL;07.06.1914 00:00;10.7;;17.2;-2.1;-4.4;
OTL;08.06.1914 00:00;10.7;;14.2;-5.3;-4.5;
OTL;09.06.1914 00:00;9.2;;10.5;-9.1;-6.1;
OTL;10.06.1914 00:00;7.7;;11.1;-8.6;-7.7;
OTL;11.06.1914 00:00;8.2;;12.9;-6.9;-7.3;
OTL;12.06.1914 00:00;8.7;;14.3;-5.6;-6.9;
OTL;13.06.1914 00:00;9.2;;13.8;-6.2;-6.5;
OTL;14.06.1914 00:00;9.2;;14.8;-5.3;-6.7;
OTL;15.06.1914 00:00;7.7;;15.6;-4.6;-8.2;
OTL;16.06.1914 00:00;12.7;;17.2;-3.1;-3.3;
OTL;17.06.1914 00:00;12.7;;19.1;-1.3;-3.4;
OTL;18.06.1914 00:00;13.2;;16.1;-4.4;-3;
OTL;19.06.1914 00:00;13.2;;17.6;-3;-3.1;
OTL;20.06.1914 00:00;12.7;;17.3;-3.4;-3.7;
OTL;21.06.1914 00:00;12.7;;16.9;-3.9;-3.8;
OTL;22.06.1914 00:00;12.7;;14.4;-6.5;-3.9;
OTL;23.06.1914 00:00;11.2;;17.4;-3.6;-5.4;
OTL;24.06.1914 00:00;11.7;;17.6;-3.5;-5;
OTL;25.06.1914 00:00;11.7;;19.5;-1.7;-5.1;
OTL;26.06.1914 00:00;12.2;;20.5;-0.7;-4.7;
OTL;27.06.1914 00:00;12.7;;20.2;-1.1;-4.2;
OTL;28.06.1914 00:00;11.7;;21.2;-0.2;-5.3;
OTL;29.06.1914 00:00;12.7;;21.6;0.1;-4.4;
OTL;30.06.1914 00:00;12.7;;22.6;1.1;-4.4;
OTL;01.07.1914 00:00;12.3;;23.1;1.4;-4.9;
OTL;02.07.1914 00:00;12.8;;20.1;-1.6;-4.5;
OTL;03.07.1914 00:00;13.3;;17.6;-4.2;-4;
OTL;04.07.1914 00:00;13.3;;16.5;-5.3;-4.1;
OTL;05.07.1914 00:00;13.3;;16.5;-5.4;-4.1;
OTL;06.07.1914 00:00;13.3;;15.8;-6.2;-4.2;
OTL;07.07.1914 00:00;11.8;;13.1;-8.9;-5.7;
OTL;08.07.1914 00:00;10.8;;18.1;-4;-6.8;
OTL;09.07.1914 00:00;11.3;;18.8;-3.3;-6.3;
OTL;10.07.1914 00:00;11.8;;19.9;-2.3;-5.9;
OTL;11.07.1914 00:00;12.3;;20.6;-1.6;-5.4;
OTL;12.07.1914 00:00;12.8;;21.3;-0.9;-4.9;
OTL;13.07.1914 00:00;13.3;;20.2;-2.1;-4.5;
OTL;14.07.1914 00:00;13.8;;21.6;-0.7;-4;
OTL;15.07.1914 00:00;13.8;;20.2;-2.2;-4;
OTL;16.07.1914 00:00;13.8;;16.9;-5.5;-4.1;
OTL;17.07.1914 00:00;13.3;;19.4;-3;-4.6;
OTL;18.07.1914 00:00;14.3;;20.4;-2.1;-3.6;
OTL;19.07.1914 00:00;13.3;;20.1;-2.4;-4.7;
OTL;20.07.1914 00:00;14.3;;18.4;-4.1;-3.7;
OTL;21.07.1914 00:00;14.8;;17.8;-4.7;-3.2;
OTL;22.07.1914 00:00;14.8;;16.9;-5.7;-3.2;
OTL;23.07.1914 00:00;12.8;;16.3;-6.3;-5.2;
OTL;24.07.1914 00:00;12.8;;17.9;-4.7;-5.3;
OTL;25.07.1914 00:00;12.8;;19;-3.6;-5.3;
OTL;26.07.1914 00:00;13.3;;18.4;-4.2;-4.8;
OTL;27.07.1914 00:00;12.8;;14.9;-7.7;-5.3;
OTL;28.07.1914 00:00;11.3;;16.1;-6.5;-6.8;
OTL;29.07.1914 00:00;11.8;;15.1;-7.5;-6.3;
OTL;30.07.1914 00:00;11.3;;15.3;-7.4;-6.8;
OTL;31.07.1914 00:00;11.8;;18;-4.7;-6.4;
OTL;01.08.1914 00:00;14.7;;18.7;-4;-3.5;
OTL;02.08.1914 00:00;16.7;;19.9;-2.7;-1.5;
OTL;03.08.1914 00:00;16.7;;19.5;-3.1;-1.5;
OTL;04.08.1914 00:00;15.7;;17.7;-4.9;-2.4;
